repo_name,cat1,policy_first_date,human_label,language,total_prs_db
Nagi-ovo/gemini-voyager,permissive,2025-11-02 11:48:22,Y,TypeScript,176
NeptuneHub/AudioMuse-AI,permissive,2025-08-17 10:05:30,Y,Python,168
netalertx/NetAlertX,permissive,2026-03-26 20:57:10,Y,Python,450
new-frontiers-14/frontier-station-14,permissive,2025-03-11 21:47:38,Y,C#,4208
Next-Flip/Momentum-Firmware,prohibited,2025-11-29 15:45:58,Y,C,233
nhost/nhost,permissive,2025-10-27 07:46:10,Y,TypeScript,2713
nightkr/flickboard,prohibited,2024-08-02 16:53:27,Y,Kotlin,32
NightmareXIV/Lifestream,prohibited,2026-04-15 04:36:39,Y,C#,31
nightscout/Trio,permissive,2026-04-14 08:41:10,Y,Swift,631
Nimble-Co/FoundryVTT-Nimble,permissive,2026-03-13 16:41:57,Y,TypeScript,326
niri-wm/niri,permissive,2025-12-05 20:21:47,Y,Rust,762
nix-community/nh,permissive,2026-03-13 06:32:26,Y,Rust,276
noble-lab/casanovo,permissive,2026-04-05 16:30:40,Y,Python,292
nook-browser/Nook,permissive,2025-10-14 02:17:08,Y,Swift,240
obi1kenobi/cargo-semver-check,permissive,2025-02-16 15:04:52,Y,Rust,1204
obi1kenobi/cargo-semver-checks,permissive,2025-02-16 15:04:52,Y,Rust,1204
offchainlabs/nitro,prohibited,2025-08-18 13:34:59,Y,Go,4213
ofkm/arcane,permissive,2026-02-01 18:00:45,Y,TypeScript,1410
olimorris/codecompanion.nvim,permissive,2025-02-27 22:18:44,Y,Lua,1630
onthegomap/flatmap,permissive,2026-03-09 10:13:26,Y,Java,1202
onthegomap/planetiler,permissive,2026-03-09 10:13:26,Y,Java,1202
Open-Superintelligence-Lab/blueberry-llm,permissive,2025-10-06 17:31:22,Y,Python,38
open-telemetry/opentelemetry-ebpf-instrumentation,permissive,2026-03-19 18:56:37,Y,C,1617
open-telemetry/opentelemetry-go-compile-instrumentation,permissive,2026-03-19 12:45:14,Y,Go,326
openbao/openbao,permissive,2025-06-03,Y,Go,2122
openbao/openbao-helm,permissive,2025-11-28 20:08:46,Y,Shell,116
openclaw/openclaw,permissive,2026-01-02 20:31:41,Y,TypeScript,37323
Opencode-DCP/opencode-dynamic-context-pruning,prohibited,2026-02-28 06:49:43,Y,TypeScript,374
OpenDevicePartnership/patina,permissive,2026-03-17 17:56:30,Y,Rust,935
OpenDevicePartnership/patina-qemu,permissive,2026-03-18 19:20:45,Y,C,183
opentofu/tofu-ls,prohibited,2025-05-05 11:42:13,Y,Go,96
openvinotoolkit/openvino.genai,permissive,2026-03-02 09:01:13,Y,C++,3426
OpenZeppelin/stellar-contracts,permissive,2026-04-09 13:38:55,Y,Rust,367
ory/elements,permissive,2026-03-20 08:47:40,Y,TypeScript,450
ory/kratos-selfservice-ui-react-nextjs,permissive,2026-03-20 08:47:11,Y,TypeScript,54
ory/polis,permissive,2026-03-20 08:48:33,Y,TypeScript,3848
oss-apps/split-pro,permissive,2025-10-16 18:35:43,Y,TypeScript,317
outer-wilds-new-horizons/new-horizons,prohibited,2025-07-24 05:00:46,Y,C#,738
overte-org/overte,prohibited,2026-03-29 17:48:46,Y,C++,968
OWASP/OpenCRE,permissive,2026-03-16 16:28:31,Y,Python,586
oxc-project/oxc,permissive,2025-12-03 10:17:22,Y,Rust,17350
ozontech/seq-db,permissive,2025-09-01 12:09:20,Y,Go,310
p2plabsxyz/peersky-browser,permissive,2026-02-23 05:15:07,Y,JavaScript,125
Papela/Nitrox-Cracked-Mod,permissive,2025-10-17 20:07:52,Y,C#,12
paperless-ngx/paperless-ngx,permissive,2023-10-10 15:42:31,Y,Python,4008
patrickchugh/terravision,permissive,2026-01-01 13:02:46,Y,Python,73
payjoin/rust-payjoin,permissive,2025-08-28 15:41:09,Y,Rust,944
pelican-dev/plugins,permissive,2026-01-14 21:19:04,Y,PHP,52
pendulum-project/ntpd-rs,permissive,2025-08-20 08:18:00,Y,Rust,1865
pgexporter/pgexporter,permissive,2025-11-28 00:42:47,Y,C,227
pgmoneta/pgmoneta,permissive,2025-11-27 18:38:08,Y,C,451
phalt/clientele,permissive,2026-01-19 10:14:40,Y,Python,168
PHPCSStandards/PHP_CodeSniffer,prohibited,2024-01-25 18:30:06,Y,PHP,1031
pierrecomputer/pierre,permissive,2025-12-16 18:56:23,Y,TypeScript,528
pixeltable/pixeltable,permissive,2026-02-14 23:04:33,Y,Python,1168
pkgforge/soar,permissive,2025-03-16 04:27:24,Y,Rust,92
platformatic/kafka,permissive,2025-12-05 10:08:57,Y,TypeScript,175
platformatic/massimo,permissive,2025-08-25 13:58:39,Y,JavaScript,114
platformatic/platformatic,permissive,2025-05-30 12:58:31,Y,JavaScript,3676
polaris-catalog/polaris,permissive,2026-03-19 18:50:37,Y,Python,3616
polarsource/polar,permissive,2025-09-25 06:50:06,Y,Python,8395
pollen-robotics/reachy_mini_conversation_app,permissive,2026-03-05 17:21:18,Y,Python,184
pragma-org/amaru,permissive,2026-01-14 14:31:11,Y,Rust,621
PrefectHQ/fastmcp,permissive,2026-03-14 20:25:35,Y,Python,2198
presenton/presenton,permissive,2026-03-16 08:28:07,Y,TypeScript,306
Priivacy-ai/spec-kitty,permissive,2025-09-21 04:43:15,Y,Python,324
prismlauncher/prismlauncher,permissive,2026-02-12 14:05:14,Y,C++,2267
project-fika/Fika-Plugin,permissive,2025-10-08 14:10:35,Y,C#,204
Project-HAMi/HAMi,permissive,2025-10-22 09:27:30,Y,Go,1039
project-tirtha/tirtha-public,permissive,2026-01-29 15:59:24,Y,Python,18
PumasAI/QuartoNotebookRunner.jl,permissive,2025-09-05 11:40:33,Y,Julia,292
punishxiv/autoretainer,prohibited,2026-04-15 04:42:20,Y,C#,74
punishxiv/splatoon,prohibited,2026-04-15 04:29:57,Y,C#,346
pygame-community/pygame-ce,permissive,2026-03-27 21:59:29,Y,C,1470
pygfx/rendercanvas,permissive,2026-03-05 08:10:48,Y,Python,153
pykeio/ort,prohibited,2025-11-17 05:30:45,Y,Rust,131
python-wheel-build/fromager,permissive,2025-12-04 21:04:38,Y,Python,705
Qiskit/qiskit-code-assistant-jupyterlab,permissive,2025-11-26 23:25:38,Y,TypeScript,37
quantumlib/Qualtran,prohibited,2025-02-27 21:55:16,Y,Python,1268
quantumlib/stim,prohibited,2025-03-04 00:40:18,Y,C++,615
quarkiverse/quarkus-flow,permissive,2026-04-07 21:00:59,Y,Java,330
Quozul/PicoLimbo,permissive,2026-04-06 09:27:22,Y,Rust,34
qvr/nonraid,permissive,2025-11-29 14:34:57,Y,C,77
RackulaLives/Rackula,permissive,2025-12-26 07:12:37,Y,TypeScript,717
ratatui-org/ratatui,permissive,2025-07-25 19:10:14,Y,Rust,1812
ratatui/ratatui,permissive,2025-07-25 19:10:14,Y,Rust,1812
redwoodjs/sdk,permissive,2026-01-05 20:51:31,Y,TypeScript,864
reflex-dev/reflex,permissive,2026-04-16 19:37:01,Y,Python,3393
Regyl/yagfi-back,permissive,2026-02-04 23:51:06,Y,Java,74
repplus/rep,permissive,2025-12-08 12:08:50,Y,JavaScript,39
repplus/rep-chrome,permissive,2025-12-08 12:08:50,Y,JavaScript,39
reubeno/brush,permissive,2025-10-17 01:45:42,Y,Rust,896
ROCm/rocWMMA,prohibited,2024-03-15 21:21:12,Y,C++,573
rommapp/romm,permissive,2025-08-22 20:15:45,Y,Python,1688
rpm-rs/rpm,permissive,2026-04-10 13:18:00,Y,Rust,231
rpm-software-management/dnf5,permissive,2025-11-18 13:11:54,Y,C++,1421
rtuszik/photon-docker,prohibited,2026-03-08 22:28:40,Y,Python,228
run-llama/llama_index,permissive,2025-04-29 14:01:51,Y,Python,8931
rustcoreutils/posixutils-rs,permissive,2026-01-13 22:18:57,Y,Rust,489
ruuda/rcl,prohibited,2025-04-06 17:17:42,Y,Rust,79
s-victor/tinypedal,prohibited,2026-02-28 07:47:04,Y,Python,34
S4tvara/Sietch,permissive,2025-10-09 05:49:24,Y,Go,83
saber-notes/saber,permissive,2026-01-09 02:24:09,Y,Dart,880
SakanaAI/ShinkaEvolve,permissive,2026-03-23 06:48:35,Y,Python,83
samtupy/nvgt,permissive,2026-02-10 12:36:44,Y,C++,198
samui-build/samui-wallet,permissive,2025-10-25 15:35:18,Y,TypeScript,768
sanders41/meilisearch-python-sdk,permissive,2026-03-16 23:37:48,Y,Python,1616
sanity-io/locales,permissive,2023-12-09 00:35:53,Y,TypeScript,1641
santanu-atta03/Intervyo,permissive,2026-01-03 12:54:45,Y,JavaScript,183
SAP-samples/ui5-typescript-walkthrough,permissive,2026-04-10 08:46:18,Y,TypeScript,231
sap/abap-cleaner,permissive,2024-12-16 08:22:31,Y,Java,113
SAP/ai-sdk-java,permissive,2024-09-19 08:31:35,Y,Java,774
SAP/ai-sdk-js,permissive,2024-09-27 11:04:05,Y,TypeScript,1674
SAP/app-studio-toolkit,permissive,2024-09-10 07:04:08,Y,TypeScript,429
SAP/architecture-center,permissive,2024-12-05 21:10:49,Y,TypeScript,782
sap/btp-environment-variable-access,permissive,2024-09-24 15:18:19,Y,Java,308
SAP/btp-solution-diagrams,permissive,2024-09-09 15:34:22,Y,TypeScript,237
SAP/cloud-active-defense,permissive,2024-09-17 06:24:11,Y,JavaScript,82
SAP/cloud-sdk-java,permissive,2024-09-24 15:18:15,Y,Java,890
SAP/crossplane-provider-btp,permissive,2024-10-07 12:32:22,Y,Go,345
SAP/e-mobility-charging-stations-simulator,permissive,2024-09-11 16:42:24,Y,TypeScript,1682
SAP/gigya-react-native-plugin-for-sap-customer-data-cloud,permissive,2024-09-10 06:54:39,Y,Java,63
sap/neonbee,permissive,2024-10-08 09:34:58,Y,Java,640
sap/open-ux-odata,permissive,2024-09-10 07:27:34,Y,TypeScript,878
sap/open-ux-tools,permissive,2024-09-10 08:47:21,Y,TypeScript,3528
sap/terraform-provider-btp,permissive,2024-09-09 16:11:00,Y,Go,908
sarensw/MacPacker,permissive,2026-01-27 15:56:13,Y,Swift,27
saucer/saucer,prohibited,2025-12-18 17:51:21,Y,C++,15
schell/renderling,permissive,2025-12-23 20:55:03,Y,Rust,101
SchoolyB/EZ,permissive,2026-02-13 04:10:00,Y,Go,645
Scottcjn/Rustchain,permissive,2026-02-13 20:19:51,Y,Python,1928
scribe-org/scribe-android,permissive,2026-03-13 23:11:24,Y,Kotlin,289
scribe-org/Scribe-Data,permissive,2026-03-13 23:12:42,Y,Python,406
scribe-org/Scribe-Desktop,permissive,2026-03-13 23:12:19,Y,Rust,21
scribe-org/scribe-ios,permissive,2026-03-13 23:11:52,Y,Swift,237
seanjameshan/starknet.js,permissive,2024-07-02 19:13:52,Y,TypeScript,1088
seanmorley15/AdventureLog,permissive,2026-03-16 14:35:38,Y,Python,479
seerr-team/seerr,permissive,2025-09-23 12:14:50,Y,TypeScript,1270
semuconsulting/pygnssutils,prohibited,2025-10-25 07:59:07,Y,Python,77
semuconsulting/pynmeagps,prohibited,2025-11-15 09:13:00,Y,Python,62
semuconsulting/pyrtcm,prohibited,2025-11-15 10:41:26,Y,Python,51
serial-ata/lofty-rs,permissive,2026-02-15 20:50:02,Y,Rust,406
serverpod/serverpod,permissive,2026-03-26 18:33:34,Y,Dart,1983
ShadowBlip/InputPlumber,permissive,2026-03-24 03:18:35,Y,Rust,420
Sharkord/sharkord,permissive,2026-02-16 19:08:55,Y,TypeScript,238
SharonIV0x86/CinderPeak,permissive,2025-09-06 03:05:53,Y,C++,119
shcherbak-ai/contextgem,permissive,2025-06-03 15:22:54,Y,Python,61
SillyTavern/SillyTavern,permissive,2025-10-07 18:57:42,Y,JavaScript,2838
simdutf/simdutf,permissive,2026-02-23 19:14:32,Y,C++,640
skodaconnect/homeassistant-myskoda,permissive,2026-04-13 09:42:11,Y,Python,619
skodaconnect/myskoda,permissive,2026-04-15 07:35:05,Y,Python,463
slatedb/slatedb,permissive,2026-01-17 21:39:09,Y,Rust,1101
slimevr/slimevr-server,permissive,2026-02-17 00:59:11,Y,Java,1324
smlab-niser/tirtha-public,permissive,2026-01-29 15:59:24,Y,Python,18
SnapXL/SnapX,permissive,2025-11-10 17:03:42,Y,C#,366
sonofmagic/tailwindcss-mangle,permissive,2026-03-15 03:34:17,Y,TypeScript,144
sourcebot-dev/sourcebot,prohibited,2026-02-12 23:34:03,Y,TypeScript,743
sozercan/kaset,permissive,2026-01-13 17:48:40,Y,Swift,123
spaceninjaserver/SpaceNinjaServer,prohibited,2025-09-04 05:45:02,Y,TypeScript,634
sparklost/endcord,prohibited,2025-05-06 01:02:00,Y,Python,23
spdx/ntia-conformance-checker,permissive,2026-03-30 15:48:33,Y,Python,249
spegel-org/spegel,permissive,2026-02-13 11:44:53,Y,Go,1086
spiraldb/vortex,permissive,2026-01-05 15:02:18,Y,Rust,6453
sst/opencode,prohibited,2025-10-18 19:10:14,Y,TypeScript,9632
stack-auth/stack,permissive,2025-10-20 22:24:47,Y,TypeScript,1120
stack-auth/stack-auth,permissive,2025-10-20 22:24:47,Y,TypeScript,1120
stacklok/toolhive,permissive,2025-11-21 23:44:22,Y,Go,3582
StacklokLabs/toolhive,permissive,2025-11-21 23:44:22,Y,Go,3582
stan-smith/FossFLOW,permissive,2026-02-05 06:14:11,Y,TypeScript,157
stanfrbd/cyberbro,permissive,2026-03-30 14:55:20,Y,Python,81
starknet-io/starknet.js,permissive,2024-07-02 19:13:52,Y,TypeScript,1088
steipete/clawdis,permissive,2026-01-02 20:31:41,Y,TypeScript,37323
stjude-rust-labs/sprocket,prohibited,2025-10-02 14:44:13,Y,Rust,424
Story-Of-Alicia/alicia-server,permissive,2026-03-24 21:00:45,Y,C++,199
streamyfin/streamyfin,permissive,2025-10-24 07:55:07,Y,TypeScript,744
StrikerX3/Ymir,permissive,2026-03-07 13:24:30,Y,C++,70
SubstantialCattle5/Sietch,permissive,2025-10-09 05:49:24,Y,Go,83
suitenumerique/docs,permissive,2026-04-10 12:32:29,Y,Python,1322
supabase-community/supabase-kt,permissive,2026-01-31 17:11:04,Y,Kotlin,824
sustainable-computing-io/kepler,permissive,2025-07-17 02:49:20,Y,Go,1744
sveltia/sveltia-cms,prohibited,2026-03-01 21:48:00,Y,JavaScript,24
swarm-game/swarm,prohibited,2026-04-03 16:13:58,Y,Haskell,1781
sylabs/singularity,permissive,2026-04-01 12:53:21,Y,Go,3095
synthetic-lab/octofriend,permissive,2026-02-28 01:31:32,Y,TypeScript,119
talwat/lowfi,prohibited,2025-12-06 16:28:11,Y,Rust,52
tamboui/tamboui,permissive,2026-02-02 14:42:16,Y,Java,230
tauri-apps/plugins-workspace,permissive,2026-03-09 11:35:41,Y,Rust,2230
teamtype/teamtype,permissive,2026-02-25 11:04:54,Y,Rust,233
telemt/telemt,permissive,2026-03-28 22:51:51,Y,Rust,414
tempoxyz/tempo-foundry,permissive,2025-10-06 16:56:46,Y,Rust,397
tenstorrent-metal/tt-metal,permissive,2026-02-20 17:02:32,Y,C++,24108
tenstorrent/tt-metal,permissive,2026-02-20 17:02:32,Y,C++,24108
teorth/equational_theories,permissive,2024-10-02 16:33:23,Y,C,1151
teorth/erdosproblems,permissive,2025-09-01 05:33:07,Y,Python,220
the-ora/browser,permissive,2025-09-08,Y,Swift,153
TheDanniCraft/activity-log,permissive,2025-10-10 08:21:46,Y,JavaScript,96
TheNickOfTime/handbrake-web,permissive,2025-10-07 20:31:55,Y,TypeScript,394
theresnotime/as-a-treat,permissive,2026-01-14 12:36:56,Y,Python,285
tiann/hapi,permissive,2026-02-03 11:57:14,Y,TypeScript,257
TibixDev/winboat,permissive,2025-10-18 22:48:11,Y,TypeScript,168
timelinize/timelinize,permissive,2024-08-11 14:02:27,Y,Go,70
timo-reymann/bash-tui-toolkit,permissive,2026-02-14 11:38:50,Y,Shell,39
timo-reymann/intellij-mjml-support,permissive,2026-02-14 11:39:08,Y,Kotlin,218
TinyPedal/TinyPedal,prohibited,2026-02-28 07:47:04,Y,Python,34
tokio-rs/toasty,permissive,2026-04-19 22:29:32,Y,Rust,610
tootsdk/tootsdk,permissive,2025-05-20 10:50:48,Y,Swift,265
topgrade-rs/topgrade,permissive,2025-11-08 18:42:04,Y,Rust,1248
touchHLE/touchHLE,prohibited,2025-07-14 13:13:04,Y,Rust,112
tphakala/birdnet-go,permissive,2025-10-21 08:55:19,Y,Go,1884
tracel-ai/burn,permissive,2026-03-03 14:27:45,Y,Rust,3359
trifectatechfoundation/sudo-rs,permissive,2025-08-14 11:07:21,Y,Rust,968
trip-zip/somewm,permissive,2026-04-10 14:41:43,Y,Lua,262
tubearchivist/tubearchivist,permissive,2026-02-06 10:40:51,Y,Python,277
tui-rs-revival/ratatui,permissive,2025-07-25 19:10:14,Y,Rust,1812
tupui/soroban-versioning,permissive,2026-03-02 12:48:23,Y,TypeScript,320
turbowarp/extensions,permissive,2023-09-22 14:31:09,Y,JavaScript,1521
tuyuritio/astro-theme-thought-lite,permissive,2026-01-26 19:23:52,Y,TypeScript,111
udlose/MermaidPad,permissive,2025-12-07 05:14:18,Y,JavaScript,255
UI5/linter,permissive,2024-09-12 14:29:55,Y,TypeScript,926
UKGovernmentBEIS/inspect_evals,permissive,2025-04-11 21:39:08,Y,Python,1203
unchihugo/FluentFlyout,permissive,2026-02-20 12:34:25,Y,C#,216
unmojang/FjordLauncher,permissive,2026-02-12 14:05:14,Y,C++,37
unsecretised/rustcast,permissive,2026-03-20 09:23:04,Y,Rust,168
uscensusbureau/us-census-bureau-data-api-mcp,permissive,2025-11-18 20:15:49,Y,TypeScript,119
UZDoom/UZDoom,permissive,2026-01-01 01:28:49,Y,C++,493
valentinfrlch/ha-llmvision,permissive,2026-03-12 14:56:13,Y,Python,159
valkey-io/valkey-admin,permissive,2026-02-18 00:56:33,Y,TypeScript,235
vancluever/z2d,permissive,2026-02-13 17:36:13,Y,Zig,115
verl-project/verl,permissive,2026-04-01 14:09:24,Y,Python,3618
veryl-lang/veryl,permissive,2026-04-13 03:23:00,Y,Rust,1694
vicinaehq/vicinae,permissive,2025-12-26 19:26:03,Y,C++,681
vinteumorg/Floresta,permissive,2026-02-06 00:57:05,Y,Rust,725
viperml/nh,permissive,2026-03-13 06:32:26,Y,Rust,276
vitest-dev/vitest,permissive,2026-03-27 08:32:55,Y,TypeScript,4750
volcano-sh/kthena,permissive,2026-01-30 09:48:47,Y,Go,638
volcengine/verl,permissive,2026-04-01 14:09:24,Y,Python,3618
vortex-data/vortex,permissive,2026-01-05 15:02:18,Y,Rust,6453
Voyz/ibind,permissive,2025-06-23 11:40:50,Y,Python,34
wakepy/wakepy,permissive,2026-02-07 13:15:54,Y,Python,386
wasted-audio/hvcc,permissive,2026-02-04 13:40:58,Y,Python,227
wavetermdev/waveterm,permissive,2026-01-22 00:35:29,Y,Go,2390
web-infra-dev/oxc,permissive,2025-12-03 10:17:22,Y,Rust,17350
webis-de/small-text,prohibited,2026-04-01 20:12:36,Y,Python,12
wild-linker/wild,permissive,2026-03-04 00:50:16,Y,Rust,1478
winapps-org/winapps,permissive,2025-10-23 12:10:37,Y,Shell,231
woodruffw/zizmor,permissive,2026-04-17 22:02:35,Y,Rust,1316
wordpress/performance,permissive,2025-09-28 01:18:42,Y,PHP,1520
worldcoin/world-id-protocol,permissive,2026-03-17 08:41:15,Y,Rust,601
Wouter0100/homeassistant-nanokvm,permissive,2026-02-21 23:56:03,Y,Python,58
xenitab/spegel,permissive,2026-02-13 11:44:53,Y,Go,1086
xmtp/libxmtp,permissive,2025-03-21 19:16:29,Y,Rust,2579
xmtp/xmtp-android,permissive,2025-04-01 17:25:51,Y,Kotlin,467
xmtp/xmtp-ios,permissive,2025-04-01 18:50:34,Y,Swift,593
xmtp/xmtp-js,permissive,2025-03-21 18:08:30,Y,TypeScript,1261
xmtp/xmtp-react-native,permissive,2025-03-21 18:19:35,Y,TypeScript,579
xpzouying/xiaohongshu-mcp,permissive,2026-02-28 16:11:04,Y,Go,307
YaLTeR/niri,permissive,2025-12-05 20:21:47,Y,Rust,762
yamada-ui/yamada-ui,permissive,2026-03-17 09:21:33,Y,TypeScript,3727
YarnSpinnerTool/YarnSpinner-Godot,prohibited,2026-02-19 22:58:37,Y,C#,74
YimMenu/YimMenuV2,prohibited,2025-05-18 01:25:54,Y,C++,205
zama-ai/tfhe-rs,permissive,2025-11-19 09:43:34,Y,Rust,3335
zauberzeug/nicegui,permissive,2025-06-10 07:26:52,Y,Python,1625
zed-industries/zed,permissive,2025-08-31,Y,Rust,27649
zentinelproxy/zentinel,permissive,2026-01-13 16:18:17,Y,Rust,160
zizmorcore/zizmor,permissive,2026-04-17 22:02:35,Y,Rust,1316
zjs81/meshcore-open,permissive,2026-04-07 20:01:46,Y,Dart,203
zokugun/vscode-sync-settings,permissive,2026-03-21 14:13:37,Y,TypeScript,20
zxh326/kite,permissive,2026-03-24 03:54:43,Y,TypeScript,298
