repo_name,L1_hit,L2_hit
openvinotoolkit/openvino.genai,False,True
openziti/helm-charts,False,True
operaton/operaton,True,False
orbitinghail/graft,True,False
ory/elements,True,True
ory/kratos-selfservice-ui-react-nextjs,True,True
ory/polis,True,True
oss-apps/split-pro,False,True
oumi-ai/oumi,False,True
outer-wilds-new-horizons/new-horizons,True,True
overte-org/overte,True,False
ovh/ai-training-examples,False,True
oxc-project/oxc,True,True
ozontech/seq-db,True,True
p2plabsxyz/peersky-browser,True,True
pAI-OS/paios,False,True
palico-ai/palico-ai,False,True
paperless-ngx/paperless-ngx,True,True
patrickchugh/terravision,True,True
payjoin/rust-payjoin,True,True
payloadcms/payload,True,True
pdovhomilja/nextcrm-app,True,False
pedramamini/Maestro,True,True
pelican-dev/plugins,True,True
pendulum-project/ntpd-rs,False,True
pgexporter/pgexporter,True,True
pgmoneta/pgmoneta,True,True
phalt/clientele,False,True
pierrecomputer/pierre,True,True
pingcap/autoflow,False,True
pingcap/tidb.ai,False,True
pipecat-ai/pipecat,False,True
pipecat-ai/pipecat-client-web,False,True
pipecat-ai/pipecat-flows,False,True
pipecat-ai/voice-ui-kit,False,True
pipeshub-ai/pipeshub-ai,False,True
pixeltable/pixeltable,True,True
pkgforge/soar,True,False
platformatic/kafka,True,False
platformatic/massimo,True,False
platformatic/platformatic,True,False
polaris-catalog/polaris,True,True
polarsource/polar,True,True
pollen-robotics/reachy_mini_conversation_app,True,True
pollinations/pollinations,False,True
pragma-org/amaru,True,True
presenton/presenton,True,False
presidio-oss/cline-based-code-generator,True,True
presubmit/ai-reviewer,False,True
prismlauncher/prismlauncher,True,True
proffesor-for-testing/agentic-qe,True,True
project-fika/Fika-Plugin,True,True
project-tirtha/tirtha-public,True,True
punishxiv/autoretainer,True,True
punishxiv/splatoon,True,True
pygame-community/pygame-ce,True,False
pygfx/rendercanvas,True,True
pykeio/ort,True,True
python-wheel-build/fromager,True,True
pytorch-labs/applied-ai,False,True
pytorchlightning/lightning-tutorials,False,True
qodo-ai/qodo-cover,False,True
qualcomm/ai-hub-models,False,True
qualifire-dev/rogue,False,True
quantumlib/Qualtran,True,False
quantumlib/stim,True,False
quarkiverse/quarkus-flow,True,True
quic/ai-hub-models,False,True
qvr/nonraid,True,True
radicalbit/radicalbit-ai-monitoring,False,True
ratatui-org/ratatui,True,True
ratatui/ratatui,True,True
ratify-project/ratify,True,False
redhat-et/locallm,False,True
redwoodjs/sdk,False,True
reflex-dev/reflex,True,True
refly-ai/refly,True,False
refuel-ai/autolabel,False,True
repplus/rep,False,True
repplus/rep-chrome,False,True
reubeno/brush,True,True
rhesis-ai/rhesis,False,True
rinadelph/Agent-MCP,True,True
robusta-dev/holmesgpt,False,True
rommapp/romm,True,True
rootflo/flo-ai,False,True
rootflo/wavefront,False,True
ropensci/rix,True,False
rpm-rs/rpm,True,True
rpm-software-management/dnf5,True,True
rtuszik/photon-docker,False,True
run-llama/llama_index,True,True
rush86999/atom,True,True
ruslanmv/BOT-MMORPG-AI,False,True
rustcoreutils/posixutils-rs,True,True
rustic-ai/rustic-ui-components,False,True
rustic-ai/ui-components,False,True
ruuda/rcl,True,False
s-victor/tinypedal,True,True
saber-notes/saber,True,True
sambanova/ai-starter-kit,True,True
samtupy/nvgt,True,False
samui-build/samui-wallet,True,True
sanders41/meilisearch-python-sdk,True,False
sanity-io/locales,False,True
santanu-atta03/Intervyo,True,False
saoudrizwan/claude-dev,True,True
sap/abap-cleaner,True,True
sap/btp-environment-variable-access,True,True
sap/neonbee,True,True
sap/open-ux-odata,True,True
sap/open-ux-tools,True,True
sap/terraform-provider-btp,True,True
sarensw/MacPacker,True,True
sarim2000/pennywiseai-tracker,False,True
saucer/saucer,False,True
sbenodiz/ai_agent_ha,False,True
sceneview/sceneview-android,True,False
schell/renderling,True,True
schemalabz/opencouncil,True,True
scribe-org/Scribe-Data,True,True
scribe-org/Scribe-Desktop,True,True
scribe-org/scribe-android,True,True
scribe-org/scribe-ios,True,True
sdi2200262/agentic-project-management,True,True
seanjameshan/starknet.js,True,True
seanmorley15/AdventureLog,True,True
security-alliance/frameworks,True,False
seerr-team/seerr,True,True
semuconsulting/pygnssutils,False,True
semuconsulting/pynmeagps,False,True
semuconsulting/pyrtcm,False,True
serial-ata/lofty-rs,True,True
serverpod/serverpod,True,True
session-foundation/session-desktop,True,False
shareAI-lab/Kode-cli,True,False
shcherbak-ai/contextgem,True,True
shrixtacy/Ai-Council,False,True
simdutf/simdutf,False,True
simjanos-dev/LinguaCafe,True,False
sivchari/govalid,True,False
skills/secure-code-game,False,True
skodaconnect/homeassistant-myskoda,True,True
skodaconnect/myskoda,True,True
skully-coder/shiksha-ai,False,True
slatedb/slatedb,True,True
slimevr/slimevr-server,True,True
slopus/happy,True,True
smallcloudai/refact,False,True
smallcloudai/refact-lsp,False,True
smartsheet/smartsheet-python-sdk,True,True
smlab-niser/tirtha-public,True,True
solve-ease/OptiBlogAi,True,True
sonofmagic/tailwindcss-mangle,True,True
sourcebot-dev/sourcebot,True,True
sovereign-labs/sovereign-sdk,False,True
sozercan/kaset,True,True
spaceninjaserver/SpaceNinjaServer,True,False
sparklost/endcord,True,False
spdx/ntia-conformance-checker,True,True
speakeasy-api/gram,False,True
spegel-org/spegel,False,True
spiceai/docs,False,True
spiceai/spiceai,False,True
spiraldb/vortex,True,True
sst/opencode,True,True
stack-auth/stack,True,True
stack-auth/stack-auth,True,True
stackblitz/bolt.new,True,True
stacklok/toolhive,True,True
stan-smith/FossFLOW,True,True
stanfrbd/cyberbro,True,False
starknet-io/starknet.js,True,True
steipete/clawdis,True,True
stevehuang0115/crewly,False,True
steveyegge/beads,False,True
stjude-rust-labs/sprocket,True,False
streamyfin/streamyfin,True,True
strudel-science/strudel-kit,True,True
suitenumerique/docs,True,True
sunithvs/devb.io,False,True
supabase-community/supabase-kt,False,True
superglue-ai/superglue,False,True
supermemoryai/supermemory,True,True
superplanehq/superplane,False,True
surapuramakhil-org/Job_search_agent,False,True
surapuramakhil-org/Job_search_assistant,False,True
sustainable-computing-io/kepler,False,True
sveltia/sveltia-cms,True,False
swarm-game/swarm,True,True
sweepai/sweep,False,True
sylabs/singularity,True,False
synapsecns/sanguine,True,False
synthetic-lab/octofriend,True,True
talkdai/dialog,False,True
talwat/lowfi,True,False
tambo-ai/tambo,True,True
tamboui/tamboui,True,True
tauri-apps/plugins-workspace,True,True
teamtype/teamtype,False,True
tegonhq/tegon,False,True
telemt/telemt,True,True
tempoxyz/tempo-foundry,True,True
tensorflow/tfx-addons,False,True
tenstorrent-metal/tt-metal,True,True
tenstorrent/tt-forge,False,True
tenstorrent/tt-metal,True,True
teorth/equational_theories,True,True
teorth/erdosproblems,True,True
the-ora/browser,True,True
theislab/single-cell-best-practices,False,True
theresnotime/as-a-treat,True,True
thiago4go/kubernetes-security-kcsa-mock,True,False
tiann/hapi,True,True
timelinize/timelinize,True,True
timo-reymann/bash-tui-toolkit,True,True
timo-reymann/intellij-mjml-support,True,True
tirth-patel06/MedSync-AI,False,True
tokio-rs/toasty,False,True
tootsdk/tootsdk,True,True
topgrade-rs/topgrade,True,True
touchHLE/touchHLE,True,True
tphakala/birdnet-go,True,True
tracel-ai/burn,True,True
traceroot-ai/traceroot,False,True
trifectatechfoundation/sudo-rs,False,True
trip-zip/somewm,True,False
trycompai/comp,False,True
tubearchivist/tubearchivist,True,False
tui-rs-revival/ratatui,True,True
tupui/soroban-versioning,True,True
turbowarp/extensions,True,True
tuyuritio/astro-theme-thought-lite,True,True
udlose/MermaidPad,True,False
umbraco/Umbraco.AI,False,True
unchihugo/FluentFlyout,True,False
unclecode/crawl4ai,False,True
unmojang/FjordLauncher,True,True
unsecretised/rustcast,False,True
uscensusbureau/us-census-bureau-data-api-mcp,True,True
valentinfrlch/ha-llmvision,True,True
valkey-io/valkey-admin,True,True
vancluever/z2d,True,True
vercel-labs/ai,False,True
vercel/ai,False,True
vercel/ai-elements,False,True
verl-project/verl,True,False
veryl-lang/veryl,True,True
vfarcic/dot-ai,False,True
vicinaehq/vicinae,True,True
videojs/v10,True,True
vinhnx/vtcode,False,True
vinteumorg/Floresta,True,True
viperml/nh,True,True
vitest-dev/vitest,True,True
vizra-ai/vizra-adk,False,True
vllm-project/vllm,False,True
vllm-project/vllm-ascend,False,True
vllm-project/vllm-metal,False,True
vllm-project/vllm-spyre,False,True
volcano-sh/kthena,True,True
volcengine/verl,True,False
vortex-data/vortex,True,True
vstorm-co/full-stack-ai-agent-template,False,True
vstorm-co/full-stack-fastapi-nextjs-llm-template,False,True
vybestack/llxprt-code,True,True
wagtail/wagtail-ai,False,True
wakepy/wakepy,True,True
warestack/watchflow,True,True
wasted-audio/hvcc,False,True
wavetermdev/waveterm,True,False
web-infra-dev/oxc,True,True
webis-de/small-text,True,True
webwhiz-ai/webwhiz,False,True
wild-linker/wild,False,True
winapps-org/winapps,True,True
woodruffw/zizmor,False,True
wordpress/performance,True,True
worldcoin/world-id-protocol,False,True
wrtnlabs/agentica,False,True
wybert/earth-agent-chrome-ext,True,False
xenitab/spegel,False,True
xmtp/libxmtp,True,True
xmtp/xmtp-android,True,True
xmtp/xmtp-ios,True,True
xmtp/xmtp-js,True,True
xmtp/xmtp-react-native,True,True
xpert-ai/xpert,False,True
xpzouying/xiaohongshu-mcp,True,False
yamada-ui/yamada-ui,False,True
yikart/AiToEarn,True,False
zama-ai/tfhe-rs,True,True
zard-ui/zardui,True,False
zauberzeug/nicegui,False,True
zed-industries/zed,True,False
zen-eth/eth-p2p-z,False,True
zentinelproxy/zentinel,True,True
zgsm-ai/costrict,False,True
zinja-coder/jadx-ai-mcp,False,True
zizmorcore/zizmor,False,True
zjs81/meshcore-open,True,False
zokugun/vscode-sync-settings,True,True
zonblade/mini-gateway-rs,True,True
zxh326/kite,True,True
