repo_name,bin,prs_closed_in_bin,prohibited,time,intervention,time_after,language,stars,contributors,commits,repo_age_days,log_stars,log_contributors,log_commits,log_repo_age_days,log_prs_closed_in_bin
pendulum-project/ntpd-rs,1,31,0,8,1,1,Rust,1019,34,2957,1398,6.927557906278317,3.555348061489413,7.992268643270745,7.243512974665482,3.4657359027997265
pendulum-project/ntpd-rs,2,26,0,9,1,2,Rust,1019,34,2957,1398,6.927557906278317,3.555348061489413,7.992268643270745,7.243512974665482,3.295836866004329
pendulum-project/ntpd-rs,3,15,0,10,1,3,Rust,1019,34,2957,1398,6.927557906278317,3.555348061489413,7.992268643270745,7.243512974665482,2.772588722239781
pendulum-project/ntpd-rs,4,36,0,11,1,4,Rust,1019,34,2957,1398,6.927557906278317,3.555348061489413,7.992268643270745,7.243512974665482,3.6109179126442243
pendulum-project/ntpd-rs,5,26,0,12,1,5,Rust,1019,34,2957,1398,6.927557906278317,3.555348061489413,7.992268643270745,7.243512974665482,3.295836866004329
pendulum-project/ntpd-rs,6,26,0,13,1,6,Rust,1019,34,2957,1398,6.927557906278317,3.555348061489413,7.992268643270745,7.243512974665482,3.295836866004329
deltav-station/delta-v,-6,174,1,1,0,0,C#,128,402,37840,843,4.859812404361672,5.998936561946683,10.541148449877936,6.738152494595957,5.1647859739235145
deltav-station/delta-v,-5,112,1,2,0,0,C#,128,402,37840,843,4.859812404361672,5.998936561946683,10.541148449877936,6.738152494595957,4.727387818712341
deltav-station/delta-v,-4,163,1,3,0,0,C#,128,402,37840,843,4.859812404361672,5.998936561946683,10.541148449877936,6.738152494595957,5.099866427824199
deltav-station/delta-v,-3,216,1,4,0,0,C#,128,402,37840,843,4.859812404361672,5.998936561946683,10.541148449877936,6.738152494595957,5.37989735354046
deltav-station/delta-v,-2,256,1,5,0,0,C#,128,402,37840,843,4.859812404361672,5.998936561946683,10.541148449877936,6.738152494595957,5.54907608489522
