repo_name,bin,new_prs,total_closed,review_comments_mean,close_latency_h,prohibited,language,stars,contributors,commits,repo_age_days,time,intervention,time_after,log_new_prs,log_total_closed,log_review_comments_mean,log_close_latency_h,log_stars,log_contributors,log_commits,log_repo_age_days,prs_closed_in_bin,log_prs_closed_in_bin
kyu08/fzf-make,-3,4,3,0.0,612.9073148148148,0,Rust,265,16,394,1029,2,0,0,1.6094379124341005,1.3862943611198906,0.0,6.419843963682247,5.583496308781699,2.833213344056216,5.978885764901122,6.937314081223682,2,1.0986122886681096
kyu08/fzf-make,-2,2,2,0.0,1006.03125,0,Rust,265,16,394,1029,3,0,0,1.0986122886681098,1.0986122886681098,0.0,6.914761925007662,5.583496308781699,2.833213344056216,5.978885764901122,6.937314081223682,1,0.6931471805599453
kyu08/fzf-make,-1,4,4,0.0,1413.9672916666668,0,Rust,265,16,394,1029,4,0,0,1.6094379124341005,1.6094379124341005,0.0,7.254861694380255,5.583496308781699,2.833213344056216,5.978885764901122,6.937314081223682,8,2.1972245773362196
kyu08/fzf-make,1,15,15,1.2,76.03166666666668,0,Rust,265,16,394,1029,6,1,1,2.772588722239781,2.772588722239781,0.7884573603642703,4.344216592722611,5.583496308781699,2.833213344056216,5.978885764901122,6.937314081223682,29,3.4011973816621555
kyu08/fzf-make,2,18,17,0.8888888888888888,0.1851960784313725,0,Rust,265,16,394,1029,7,1,2,2.9444389791664403,2.8903717578961645,0.6359887667199967,0.1699082279296295,5.583496308781699,2.833213344056216,5.978885764901122,6.937314081223682,1,0.6931471805599453
kyu08/fzf-make,3,3,1,0.3333333333333333,3090.6719444444443,0,Rust,265,16,394,1029,8,1,3,1.3862943611198906,0.6931471805599453,0.2876820724517808,8.036467305904003,5.583496308781699,2.833213344056216,5.978885764901122,6.937314081223682,2,1.0986122886681096
kyu08/fzf-make,4,5,5,2.2,165.209,0,Rust,265,16,394,1029,9,1,4,1.791759469228055,1.791759469228055,1.1631508098056809,5.113246032579751,5.583496308781699,2.833213344056216,5.978885764901122,6.937314081223682,2,1.0986122886681096
jovian-experiments/jovian-nixos,-4,4,4,0.25,158.26076388888887,0,Nix,926,23,1538,1379,1,0,0,1.6094379124341005,1.6094379124341005,0.2231435513142097,5.070542883307114,6.831953565565855,3.1780538303479458,7.338888133838879,7.22983877815125,6,1.9459101490553132
jovian-experiments/jovian-nixos,-3,9,9,0.7777777777777778,157.8324074074074,0,Nix,926,23,1538,1379,2,0,0,2.302585092994046,2.302585092994046,0.5753641449035618,5.0678496048650254,6.831953565565855,3.1780538303479458,7.338888133838879,7.22983877815125,9,2.302585092994046
jovian-experiments/jovian-nixos,-2,12,12,0.5833333333333334,448.8243981481482,0,Nix,926,23,1538,1379,3,0,0,2.5649493574615367,2.5649493574615367,0.4595323293784402,6.108857280268807,6.831953565565855,3.1780538303479458,7.338888133838879,7.22983877815125,20,3.044522437723423
