repo_name,bin,new_prs,total_closed,review_comments_mean,close_latency_h,prohibited,language,stars,contributors,commits,repo_age_days,time,intervention,time_after,log_new_prs,log_total_closed,log_review_comments_mean,log_close_latency_h,log_stars,log_contributors,log_commits,log_repo_age_days,prs_closed_in_bin,log_prs_closed_in_bin
alpenlabs/alpen,3,65,65,12.646153846153846,158.85223931623932,0,Rust,95,25,1837,607,8,1,3,4.189654742026425,4.189654742026425,2.6134577124139424,5.074249884267529,4.564348191467836,3.258096538021482,7.516433302915632,6.410174881966167,62,4.143134726391533
alpenlabs/alpen,4,72,71,11.98611111111111,132.9996087636933,0,Rust,95,25,1837,607,9,1,4,4.290459441148391,4.276666119016055,2.563880410272632,4.897836880272719,4.564348191467836,3.258096538021482,7.516433302915632,6.410174881966167,84,4.442651256490317
diggerhq/digger,-4,30,29,2.533333333333333,175.37638888888893,0,Go,4881,81,2938,1041,1,0,0,3.4339872044851463,3.4011973816621555,1.2622417124499117,5.172620284777771,8.493310250952906,4.406719247264253,7.985824666418917,6.948897222313312,33,3.5263605246161616
diggerhq/digger,-3,51,50,6.529411764705882,45.80868333333333,0,Go,4881,81,2938,1041,2,0,0,3.951243718581428,3.9318256327243257,2.018816919863401,3.846068727023482,8.493310250952906,4.406719247264253,7.985824666418917,6.948897222313312,54,4.007333185232471
diggerhq/digger,-2,37,37,30.43243243243243,33.82782282282283,0,Go,4881,81,2938,1041,3,0,0,3.6375861597263857,3.6375861597263857,3.44784023987444,3.550416573748388,8.493310250952906,4.406719247264253,7.985824666418917,6.948897222313312,80,4.394449154672439
diggerhq/digger,-1,117,113,1.94017094017094,107.50511307767944,0,Go,4881,81,2938,1041,4,0,0,4.770684624465665,4.736198448394496,1.0784677225756425,4.686797297010062,8.493310250952906,4.406719247264253,7.985824666418917,6.948897222313312,65,4.189654742026425
diggerhq/digger,1,96,90,0.8229166666666666,86.66965740740741,0,Go,4881,81,2938,1041,6,1,1,4.574710978503383,4.51085950651685,0.6004377824556777,4.473575857841147,8.493310250952906,4.406719247264253,7.985824666418917,6.948897222313312,45,3.828641396489095
diggerhq/digger,2,19,12,0.7894736842105263,162.2663888888889,0,Go,4881,81,2938,1041,7,1,2,2.995732273553991,2.5649493574615367,0.581921545449721,5.0953831544738,8.493310250952906,4.406719247264253,7.985824666418917,6.948897222313312,12,2.5649493574615367
diggerhq/digger,3,26,23,0.8461538461538461,62.05159420289854,0,Go,4881,81,2938,1041,8,1,3,3.295836866004329,3.1780538303479458,0.6131044728864089,4.143953346831934,8.493310250952906,4.406719247264253,7.985824666418917,6.948897222313312,20,3.044522437723423
diggerhq/digger,4,34,25,1.411764705882353,179.46852222222225,0,Go,4881,81,2938,1041,9,1,4,3.555348061489413,3.258096538021482,0.8803587226480919,5.195556370444209,8.493310250952906,4.406719247264253,7.985824666418917,6.948897222313312,21,3.091042453358316
zauberzeug/nicegui,-4,27,27,1.2222222222222223,603.3774588477365,0,Python,15514,198,6549,1699,1,0,0,3.332204510175204,3.332204510175204,0.7985076962177716,6.404198934613325,9.64956257688248,5.293304824724492,8.787220328629298,7.438383530044307,20,3.044522437723423
zauberzeug/nicegui,-3,31,31,1.2258064516129032,1364.2319265232975,0,Python,15514,198,6549,1699,2,0,0,3.4657359027997265,3.4657359027997265,0.8001193001121131,7.219079602726946,9.64956257688248,5.293304824724492,8.787220328629298,7.438383530044307,38,3.6635616461296463
zauberzeug/nicegui,-2,49,49,1.1224489795918366,620.7658333333334,0,Python,15514,198,6549,1699,3,0,0,3.912023005428146,3.912023005428146,0.7525706010307459,6.432563548114528,9.64956257688248,5.293304824724492,8.787220328629298,7.438383530044307,44,3.8066624897703196
zauberzeug/nicegui,-1,48,48,1.3541666666666667,1243.1722453703703,0,Python,15514,198,6549,1699,4,0,0,3.8918202981106265,3.8918202981106265,0.8561868078044498,7.126225724622956,9.64956257688248,5.293304824724492,8.787220328629298,7.438383530044307,40,3.713572066704308
zauberzeug/nicegui,1,27,26,0.9629629629629628,214.8845512820513,0,Python,15514,198,6549,1699,6,1,1,3.332204510175204,3.295836866004329,0.6744550475477927,5.374743779990927,9.64956257688248,5.293304824724492,8.787220328629298,7.438383530044307,19,2.995732273553991
zauberzeug/nicegui,2,33,33,1.2727272727272727,163.0528282828283,0,Python,15514,198,6549,1699,7,1,2,3.5263605246161616,3.5263605246161616,0.8209805520698301,5.100188499629288,9.64956257688248,5.293304824724492,8.787220328629298,7.438383530044307,45,3.828641396489095
zauberzeug/nicegui,3,31,31,1.903225806451613,462.4013709677419,0,Python,15514,198,6549,1699,8,1,3,3.4657359027997265,3.4657359027997265,1.0658224658451187,6.1385935704914,9.64956257688248,5.293304824724492,8.787220328629298,7.438383530044307,45,3.828641396489095
zauberzeug/nicegui,4,90,87,1.3444444444444446,246.96709131545344,0,Python,15514,198,6549,1699,9,1,4,4.51085950651685,4.477336814478207,0.8520484631458015,5.513296041051393,9.64956257688248,5.293304824724492,8.787220328629298,7.438383530044307,88,4.48863636973214
inclusionAI/AReaL,-4,25,25,3.28,100.2824,0,Python,4549,59,755,310,1,0,0,3.258096538021482,3.258096538021482,1.4539530095937052,4.617912654797569,8.422882511944996,4.0943445622221,6.628041376179533,5.739792912179234,38,3.6635616461296463
inclusionAI/AReaL,-3,52,52,0.9230769230769232,44.87907585470085,0,Python,4549,59,755,310,2,0,0,3.970291913552122,3.970291913552122,0.653926467406664,3.826009149397032,8.422882511944996,4.0943445622221,6.628041376179533,5.739792912179234,50,3.9318256327243257
inclusionAI/AReaL,-2,56,56,1.1964285714285714,45.009791666666665,0,Python,4549,59,755,310,3,0,0,4.04305126783455,4.04305126783455,0.7868326646372682,3.828854236155967,8.422882511944996,4.0943445622221,6.628041376179533,5.739792912179234,81,4.406719247264253
inclusionAI/AReaL,-1,96,96,3.6145833333333335,196.94955439814817,0,Python,4549,59,755,310,4,0,0,4.574710978503383,4.574710978503383,1.5292215785772996,5.288012222466747,8.422882511944996,4.0943445622221,6.628041376179533,5.739792912179234,81,4.406719247264253
inclusionAI/AReaL,1,105,104,4.180952380952381,34.24891826923077,0,Python,4549,59,755,310,6,1,1,4.663439094112067,4.653960350157523,1.6449888966984194,3.562434841389701,8.422882511944996,4.0943445622221,6.628041376179533,5.739792912179234,103,4.6443908991413725
inclusionAI/AReaL,2,79,79,4.050632911392405,64.75117440225036,0,Python,4549,59,755,310,7,1,2,4.382026634673881,4.382026634673881,1.619513564422842,4.185877532529541,8.422882511944996,4.0943445622221,6.628041376179533,5.739792912179234,74,4.31748811353631
inclusionAI/AReaL,3,79,79,4.253164556962025,30.20486990154712,0,Python,4549,59,755,310,8,1,3,4.382026634673881,4.382026634673881,1.6588306677636768,3.440574169223241,8.422882511944996,4.0943445622221,6.628041376179533,5.739792912179234,79,4.382026634673881
inclusionAI/AReaL,4,83,78,3.6506024096385534,70.80288105413103,0,Python,4549,59,755,310,9,1,4,4.430816798843313,4.3694478524670215,1.536996761668233,4.273924601351252,8.422882511944996,4.0943445622221,6.628041376179533,5.739792912179234,82,4.418840607796598
SAP/btp-solution-diagrams,-4,31,31,0.0,2.914301075268816,0,TypeScript,278,11,256,761,1,0,0,3.4657359027997265,3.4657359027997265,0.0,1.3646367886697597,5.631211781821365,2.4849066497880004,5.54907608489522,6.635946555686647,22,3.1354942159291497
SAP/btp-solution-diagrams,-3,7,7,0.0,0.0025396825396825,0,TypeScript,278,11,256,761,2,0,0,2.079441541679836,2.079441541679836,0.0,0.0025364629959087,5.631211781821365,2.4849066497880004,5.54907608489522,6.635946555686647,13,2.639057329615259
SAP/btp-solution-diagrams,-2,16,16,0.125,27.019305555555555,0,TypeScript,278,11,256,761,3,0,0,2.833213344056216,2.833213344056216,0.1177830356563834,3.3328937567172083,5.631211781821365,2.4849066497880004,5.54907608489522,6.635946555686647,7,2.0794415416798357
SAP/btp-solution-diagrams,-1,6,6,0.0,0.0056018518518518,0,TypeScript,278,11,256,761,4,0,0,1.9459101490553128,1.9459101490553128,0.0,0.0055862198314371,5.631211781821365,2.4849066497880004,5.54907608489522,6.635946555686647,9,2.302585092994046
SAP/btp-solution-diagrams,1,10,10,0.1,98.0585277777778,0,TypeScript,278,11,256,761,6,1,1,2.3978952727983707,2.3978952727983707,0.0953101798043249,4.5957108651253415,5.631211781821365,2.4849066497880004,5.54907608489522,6.635946555686647,4,1.6094379124341003
SAP/btp-solution-diagrams,2,3,3,0.0,10.161944444444444,0,TypeScript,278,11,256,761,7,1,2,1.3862943611198906,1.3862943611198906,0.0,2.4125101751494515,5.631211781821365,2.4849066497880004,5.54907608489522,6.635946555686647,9,2.302585092994046
SAP/btp-solution-diagrams,3,9,9,0.0,70.72811728395062,0,TypeScript,278,11,256,761,8,1,3,2.302585092994046,2.302585092994046,0.0,4.272882822532629,5.631211781821365,2.4849066497880004,5.54907608489522,6.635946555686647,3,1.3862943611198906
SAP/btp-solution-diagrams,4,1,1,0.0,0.0158333333333333,0,TypeScript,278,11,256,761,9,1,4,0.6931471805599453,0.6931471805599453,0.0,0.0157092937051798,5.631211781821365,2.4849066497880004,5.54907608489522,6.635946555686647,1,0.6931471805599453
foundry-rs/foundry,-4,123,122,2.6991869918699187,201.4565938069217,0,Rust,10202,447,6325,1575,1,0,0,4.820281565605037,4.812184355372417,1.308113063578533,5.310525511999256,9.230437073675304,6.104793232414985,8.752423403865594,7.362645270417825,141,4.955827057601261
foundry-rs/foundry,-3,143,143,2.874125874125874,118.51449494949496,0,Rust,10202,447,6325,1575,2,0,0,4.969813299576001,4.969813299576001,1.3543200564873763,4.783437660664215,9.230437073675304,6.104793232414985,8.752423403865594,7.362645270417825,149,5.0106352940962555
foundry-rs/foundry,-2,209,207,2.373205741626794,99.81574074074074,0,Rust,10202,447,6325,1575,3,0,0,5.3471075307174685,5.337538079701318,1.2158635508474576,4.613294501588124,9.230437073675304,6.104793232414985,8.752423403865594,7.362645270417825,240,5.484796933490655
foundry-rs/foundry,-1,225,220,2.937777777777778,69.51751262626262,0,Rust,10202,447,6325,1575,4,0,0,5.420534999272286,5.3981627015177525,1.3706165484006607,4.255861085016828,9.230437073675304,6.104793232414985,8.752423403865594,7.362645270417825,331,5.805134968916488
foundry-rs/foundry,1,287,282,1.56794425087108,73.38092986603625,0,Rust,10202,447,6325,1575,6,1,1,5.662960480135946,5.645446897643238,0.9431056764297155,4.309199589978826,9.230437073675304,6.104793232414985,8.752423403865594,7.362645270417825,202,5.313205979041787
foundry-rs/foundry,2,193,180,1.523316062176166,94.93400308641976,0,Rust,10202,447,6325,1575,7,1,2,5.267858159063328,5.198497031265826,0.9255739341777044,4.563660487203662,9.230437073675304,6.104793232414985,8.752423403865594,7.362645270417825,177,5.181783550292085
foundry-rs/foundry,3,198,186,1.4242424242424243,84.12138142174433,0,Rust,10202,447,6325,1575,8,1,3,5.293304824724492,5.231108616854587,0.8855190732074014,4.444078254570482,9.230437073675304,6.104793232414985,8.752423403865594,7.362645270417825,242,5.493061443340548
foundry-rs/foundry,4,301,261,1.079734219269103,90.856822051937,0,Rust,10202,447,6325,1575,9,1,4,5.71042701737487,5.568344503761097,0.7322401063512228,4.520231082740063,9.230437073675304,6.104793232414985,8.752423403865594,7.362645270417825,254,5.541263545158426
ratatui-org/ratatui,-4,38,36,3.289473684210526,311.1218981481482,0,Rust,9426,186,1354,1053,1,0,0,3.6635616461296463,3.610917912644224,1.4561640410803764,5.743393810699209,9.15133319139615,5.231108616854587,7.2115567333138015,6.960347729101308,39,3.6888794541139363
ratatui-org/ratatui,-3,38,37,3.421052631578948,499.7227627627626,0,Rust,9426,186,1354,1053,2,0,0,3.6635616461296463,3.6375861597263857,1.486377819676873,6.216052580181434,9.15133319139615,5.231108616854587,7.2115567333138015,6.960347729101308,46,3.8501476017100584
ratatui-org/ratatui,-2,39,38,2.8974358974358974,374.3643128654971,0,Rust,9426,186,1354,1053,3,0,0,3.688879454113936,3.6635616461296463,1.36031887471663,5.927897055343414,9.15133319139615,5.231108616854587,7.2115567333138015,6.960347729101308,23,3.1780538303479458
ratatui-org/ratatui,-1,40,39,2.175,119.47945868945872,0,Rust,9426,186,1354,1053,4,0,0,3.713572066704308,3.688879454113936,1.155307632344655,4.79147927109211,9.15133319139615,5.231108616854587,7.2115567333138015,6.960347729101308,66,4.204692619390966
ratatui-org/ratatui,1,37,36,1.2702702702702702,291.1313734567901,0,Rust,9426,186,1354,1053,6,1,1,3.6375861597263857,3.610917912644224,0.8198988861990891,5.677203610188125,9.15133319139615,5.231108616854587,7.2115567333138015,6.960347729101308,20,3.044522437723423
ratatui-org/ratatui,2,37,36,1.8108108108108107,69.8614737654321,0,Rust,9426,186,1354,1053,7,1,2,3.6375861597263857,3.610917912644224,1.033472986497148,4.260726897491326,9.15133319139615,5.231108616854587,7.2115567333138015,6.960347729101308,58,4.07753744390572
ratatui-org/ratatui,3,45,43,2.2222222222222223,291.8917248062015,0,Rust,9426,186,1354,1053,8,1,3,3.828641396489095,3.784189633918261,1.1700712526502546,5.679803000809794,9.15133319139615,5.231108616854587,7.2115567333138015,6.960347729101308,46,3.8501476017100584
ratatui-org/ratatui,4,49,46,1.959183673469388,108.5263768115942,0,Rust,9426,186,1354,1053,9,1,4,3.912023005428146,3.8501476017100575,1.0849134443099475,4.696165404372781,9.15133319139615,5.231108616854587,7.2115567333138015,6.960347729101308,57,4.060443010546419
sst/opencode,-4,166,165,0.1265060240963855,836.233654882155,1,TypeScript,43988,457,6403,245,1,0,0,5.117993812416755,5.111987788356544,0.1191208284980434,6.730103189097551,10.691694881645189,6.126869184114185,8.764678074116606,5.5053315359323625,207,5.337538079701318
sst/opencode,-3,297,296,0.138047138047138,849.9842501876876,1,TypeScript,43988,457,6403,245,2,0,0,5.697093486505405,5.6937321388027,0.1293137566803191,6.746393620984587,10.691694881645189,6.126869184114185,8.764678074116606,5.5053315359323625,256,5.54907608489522
sst/opencode,-2,312,312,0.3173076923076923,803.8451006054131,1,TypeScript,43988,457,6403,245,3,0,0,5.746203190540153,5.746203190540153,0.2755900266867522,6.690649837294968,10.691694881645189,6.126869184114185,8.764678074116606,5.5053315359323625,179,5.19295685089021
sst/opencode,-1,197,197,0.2131979695431472,821.2870036661027,1,TypeScript,43988,457,6403,245,4,0,0,5.288267030694535,5.288267030694535,0.1932598231935221,6.7120894869949685,10.691694881645189,6.126869184114185,8.764678074116606,5.5053315359323625,150,5.017279836814924
sst/opencode,1,420,416,0.4023809523809524,521.3413348023504,1,TypeScript,43988,457,6403,245,6,1,1,6.042632833682381,6.0330862217988015,0.3381714723741726,6.25832127227323,10.691694881645189,6.126869184114185,8.764678074116606,5.5053315359323625,442,6.093569770045136
sst/opencode,2,791,775,0.6106194690265486,458.32986523297495,1,TypeScript,43988,457,6403,245,7,1,2,6.674561391814426,6.654152520183219,0.4766188683644546,6.129768612585934,10.691694881645189,6.126869184114185,8.764678074116606,5.5053315359323625,831,6.723832440821209
sst/opencode,3,1829,1744,0.4417714598141061,613.0293689475026,1,TypeScript,43988,457,6403,245,8,1,3,7.512071245835466,7.464509834636527,0.365872537962421,6.420042759165278,10.691694881645189,6.126869184114185,8.764678074116606,5.5053315359323625,1435,7.269616749608169
sst/opencode,4,1850,1608,0.267027027027027,492.2425900013819,1,TypeScript,43988,457,6403,245,9,1,4,7.523481312573497,7.383368146992383,0.2366732326245327,6.201001121984776,10.691694881645189,6.126869184114185,8.764678074116606,5.5053315359323625,1536,7.337587743538596
modelcontextprotocol/specification,-4,150,147,2.373333333333333,1137.7677135298563,0,TypeScript,1428,28,375,463,1,0,0,5.017279836814924,4.997212273764115,1.2159013751912098,7.037702003693456,7.264730177929867,3.367295829986474,5.929589143389895,6.139884552226255,142,4.962844630259907
modelcontextprotocol/specification,-3,89,88,7.044943820224719,1176.2726294191918,0,TypeScript,1428,28,375,463,2,0,0,4.499809670330265,4.48863636973214,2.085043797228506,7.070955711210477,7.264730177929867,3.367295829986474,5.929589143389895,6.139884552226255,82,4.418840607796598
modelcontextprotocol/specification,-2,89,87,4.0,807.224256066411,0,TypeScript,1428,28,375,463,3,0,0,4.499809670330265,4.477336814478207,1.6094379124341005,6.694839564649355,7.264730177929867,3.367295829986474,5.929589143389895,6.139884552226255,47,3.8712010109078907
modelcontextprotocol/specification,-1,53,51,3.39622641509434,617.2268790849673,0,TypeScript,1428,28,375,463,4,0,0,3.9889840465642745,3.951243718581428,1.4807465400135789,6.426855508346735,7.264730177929867,3.367295829986474,5.929589143389895,6.139884552226255,92,4.532599493153256
modelcontextprotocol/specification,1,60,57,5.066666666666666,619.8387280701753,0,TypeScript,1428,28,375,463,6,1,1,4.110873864173311,4.060443010546419,1.80280930541464,6.4310713510568585,7.264730177929867,3.367295829986474,5.929589143389895,6.139884552226255,153,5.0369526024136295
modelcontextprotocol/specification,2,99,85,2.909090909090909,263.88798039215686,0,TypeScript,1428,28,375,463,7,1,2,4.605170185988092,4.454347296253507,1.363304842895192,5.579307021115544,7.264730177929867,3.367295829986474,5.929589143389895,6.139884552226255,52,3.970291913552122
modelcontextprotocol/specification,3,53,44,4.113207547169812,193.3864078282828,0,TypeScript,1428,28,375,463,8,1,3,3.9889840465642745,3.80666248977032,1.631826907327579,5.269847971003129,7.264730177929867,3.367295829986474,5.929589143389895,6.139884552226255,80,4.394449154672439
modelcontextprotocol/specification,4,90,81,5.2,221.96480795610424,0,TypeScript,1428,28,375,463,9,1,4,4.51085950651685,4.406719247264253,1.824549292051046,5.407013947150483,7.264730177929867,3.367295829986474,5.929589143389895,6.139884552226255,71,4.276666119016055
sustainable-computing-io/kepler,-4,26,26,3.4615384615384617,214.7708226495727,0,Go,1476,19,604,1429,1,0,0,3.295836866004329,3.295836866004329,1.4954936530848826,5.374216838166599,7.29776828253138,2.995732273553991,6.405228458030842,7.265429723253953,56,4.04305126783455
sustainable-computing-io/kepler,-3,67,67,2.8059701492537314,113.88371061359868,0,Go,1476,19,604,1429,2,0,0,4.219507705176107,4.219507705176107,1.33657092576746,4.743920404687742,7.29776828253138,2.995732273553991,6.405228458030842,7.265429723253953,41,3.7376696182833684
sustainable-computing-io/kepler,-2,60,60,1.85,93.15266666666663,0,Go,1476,19,604,1429,3,0,0,4.110873864173311,4.110873864173311,1.0473189942805592,4.544917578299152,7.29776828253138,2.995732273553991,6.405228458030842,7.265429723253953,75,4.330733340286331
sustainable-computing-io/kepler,-1,67,67,2.3134328358208958,85.74451077943615,0,Go,1476,19,604,1429,4,0,0,4.219507705176107,4.219507705176107,1.1979847624813134,4.462967140507199,7.29776828253138,2.995732273553991,6.405228458030842,7.265429723253953,84,4.442651256490317
sustainable-computing-io/kepler,1,33,31,3.757575757575758,226.13732974910388,0,Go,1476,19,604,1429,6,1,1,3.5263605246161616,3.4657359027997265,1.559738243881828,5.425554811424969,7.29776828253138,2.995732273553991,6.405228458030842,7.265429723253953,36,3.6109179126442243
sustainable-computing-io/kepler,2,22,21,2.0,112.94275132275132,0,Go,1476,19,604,1429,7,1,2,3.1354942159291497,3.091042453358316,1.0986122886681098,4.7356961408798215,7.29776828253138,2.995732273553991,6.405228458030842,7.265429723253953,13,2.639057329615259
sustainable-computing-io/kepler,3,14,13,2.357142857142857,97.3889316239316,0,Go,1476,19,604,1429,8,1,3,2.70805020110221,2.6390573296152584,1.2110902720948,4.588928314234835,7.29776828253138,2.995732273553991,6.405228458030842,7.265429723253953,16,2.833213344056216
sustainable-computing-io/kepler,4,13,13,2.1538461538461537,481.5832692307692,0,Go,1476,19,604,1429,9,1,4,2.6390573296152584,2.6390573296152584,1.148622709242771,6.179153484605667,7.29776828253138,2.995732273553991,6.405228458030842,7.265429723253953,8,2.1972245773362196
paperless-ngx/paperless-ngx,-4,69,69,1.1304347826086956,54.76024154589373,0,Python,37391,389,11176,1418,1,0,0,4.248495242049359,4.248495242049359,0.7563260821814768,4.021061098327637,10.52921205677864,5.966146739123692,9.321613374385612,7.257707677160043,55,4.02535169073515
paperless-ngx/paperless-ngx,-3,42,42,1.0952380952380951,139.8302248677249,0,Python,37391,389,11176,1418,2,0,0,3.7612001156935615,3.7612001156935615,0.7396671961948382,4.947555085940381,10.52921205677864,5.966146739123692,9.321613374385612,7.257707677160043,55,4.02535169073515
paperless-ngx/paperless-ngx,-2,49,49,1.3061224489795915,84.51641156462586,0,Python,37391,389,11176,1418,3,0,0,3.912023005428146,3.912023005428146,0.8355675206017138,4.448708305647309,10.52921205677864,5.966146739123692,9.321613374385612,7.257707677160043,47,3.8712010109078907
paperless-ngx/paperless-ngx,-1,68,68,1.2205882352941178,41.56147875816995,0,Python,37391,389,11176,1418,4,0,0,4.23410650459726,4.23410650459726,0.7977721316388177,3.750949589687539,10.52921205677864,5.966146739123692,9.321613374385612,7.257707677160043,68,4.23410650459726
paperless-ngx/paperless-ngx,1,51,51,1.0588235294117647,37.68638888888889,0,Python,37391,389,11176,1418,6,1,1,3.951243718581428,3.951243718581428,0.7221347174331975,3.6554878298744224,10.52921205677864,5.966146739123692,9.321613374385612,7.257707677160043,82,4.418840607796598
paperless-ngx/paperless-ngx,2,103,103,1.2815533980582523,30.82863268608415,0,Python,37391,389,11176,1418,7,1,2,4.6443908991413725,4.6443908991413725,0.8248565259145233,3.4603662836036344,10.52921205677864,5.966146739123692,9.321613374385612,7.257707677160043,113,4.736198448394496
paperless-ngx/paperless-ngx,3,110,110,1.4727272727272729,31.05654292929293,0,Python,37391,389,11176,1418,8,1,3,4.709530201312334,4.709530201312334,0.9053217005035812,3.4675013100912437,10.52921205677864,5.966146739123692,9.321613374385612,7.257707677160043,94,4.553876891600541
paperless-ngx/paperless-ngx,4,100,100,1.37,87.78998333333332,0,Python,37391,389,11176,1418,9,1,4,4.61512051684126,4.61512051684126,0.8628899551470398,4.486273843335392,10.52921205677864,5.966146739123692,9.321613374385612,7.257707677160043,109,4.700480365792417
xmtp/xmtp-react-native,-4,23,23,1.4782608695652173,133.21077294685992,0,TypeScript,59,26,2146,985,1,0,0,3.1780538303479458,3.1780538303479458,0.9075570519054004,4.8994114966276126,4.0943445622221,3.295836866004329,7.671826797878781,6.893656354602635,31,3.4657359027997265
xmtp/xmtp-react-native,-3,17,17,1.1764705882352942,53.88550653594771,0,TypeScript,59,26,2146,985,2,0,0,2.8903717578961645,2.8903717578961645,0.7777045685880085,4.005249316138284,4.0943445622221,3.295836866004329,7.671826797878781,6.893656354602635,8,2.1972245773362196
xmtp/xmtp-react-native,-2,12,12,1.6666666666666667,29.680046296296297,0,TypeScript,59,26,2146,985,3,0,0,2.5649493574615367,2.5649493574615367,0.9808292530117264,3.423612485503664,4.0943445622221,3.295836866004329,7.671826797878781,6.893656354602635,18,2.9444389791664403
xmtp/xmtp-react-native,-1,16,16,1.0,26.538958333333333,0,TypeScript,59,26,2146,985,4,0,0,2.833213344056216,2.833213344056216,0.6931471805599453,3.315601668813688,4.0943445622221,3.295836866004329,7.671826797878781,6.893656354602635,17,2.8903717578961645
xmtp/xmtp-react-native,1,12,11,0.9166666666666666,27.32171717171717,0,TypeScript,59,26,2146,985,6,1,1,2.5649493574615367,2.4849066497880004,0.6505875661411493,3.343628901581849,4.0943445622221,3.295836866004329,7.671826797878781,6.893656354602635,6,1.9459101490553132
xmtp/xmtp-react-native,2,8,8,1.125,276.02163194444444,0,TypeScript,59,26,2146,985,7,1,2,2.19722457733622,2.19722457733622,0.7537718023763802,5.624095596800442,4.0943445622221,3.295836866004329,7.671826797878781,6.893656354602635,11,2.4849066497880004
xmtp/xmtp-react-native,3,14,14,1.0714285714285714,60.98200396825397,0,TypeScript,59,26,2146,985,8,1,3,2.70805020110221,2.70805020110221,0.7282385003712153,4.126844084335369,4.0943445622221,3.295836866004329,7.671826797878781,6.893656354602635,14,2.70805020110221
xmtp/xmtp-react-native,4,16,15,0.9375,12.535833333333334,0,TypeScript,59,26,2146,985,9,1,4,2.833213344056216,2.772588722239781,0.661398482245365,2.605340489943304,4.0943445622221,3.295836866004329,7.671826797878781,6.893656354602635,18,2.9444389791664403
Azure-Samples/azure-search-openai-demo,-4,46,44,1.934782608695652,426.37587752525263,0,Python,7601,111,894,1057,1,0,0,3.8501476017100575,3.80666248977032,1.0766333819493346,6.057663901248384,8.936166649549195,4.718498871295094,6.796823718274855,6.964135612418245,34,3.5553480614894135
Azure-Samples/azure-search-openai-demo,-3,29,29,2.0,458.8170498084291,0,Python,7601,111,894,1057,2,0,0,3.4011973816621555,3.4011973816621555,1.0986122886681098,6.130828692564674,8.936166649549195,4.718498871295094,6.796823718274855,6.964135612418245,26,3.295836866004329
Azure-Samples/azure-search-openai-demo,-2,47,47,1.9787234042553192,99.37982860520096,0,Python,7601,111,894,1057,3,0,0,3.871201010907891,3.871201010907891,1.091494820899246,4.608961276765686,8.936166649549195,4.718498871295094,6.796823718274855,6.964135612418245,52,3.970291913552122
Azure-Samples/azure-search-openai-demo,-1,49,48,2.0816326530612246,285.6925636574074,0,Python,7601,111,894,1057,4,0,0,3.912023005428146,3.8918202981106265,1.1254595387042978,5.658410434838975,8.936166649549195,4.718498871295094,6.796823718274855,6.964135612418245,63,4.1588830833596715
Azure-Samples/azure-search-openai-demo,1,16,14,1.0625,395.8527976190477,0,Python,7601,111,894,1057,6,1,1,2.833213344056216,2.70805020110221,0.723918839226699,5.983565425074963,8.936166649549195,4.718498871295094,6.796823718274855,6.964135612418245,31,3.4657359027997265
Azure-Samples/azure-search-openai-demo,2,42,41,1.1428571428571428,643.2862533875339,0,Python,7601,111,894,1057,7,1,2,3.7612001156935615,3.737669618283368,0.7621400520468967,6.468143120184461,8.936166649549195,4.718498871295094,6.796823718274855,6.964135612418245,34,3.5553480614894135
Azure-Samples/azure-search-openai-demo,3,32,32,0.96875,408.4180121527778,0,Python,7601,111,894,1057,8,1,3,3.49650756146648,3.49650756146648,0.6773988235918061,6.01473666872439,8.936166649549195,4.718498871295094,6.796823718274855,6.964135612418245,28,3.367295829986474
Azure-Samples/azure-search-openai-demo,4,35,34,2.5428571428571427,591.8442647058823,0,Python,7601,111,894,1057,9,1,4,3.58351893845611,3.555348061489413,1.264933504115623,6.384931741750652,8.936166649549195,4.718498871295094,6.796823718274855,6.964135612418245,34,3.5553480614894135
SAP/e-mobility-charging-stations-simulator,-4,2,2,1.0,2.4118055555555555,0,TypeScript,208,23,5587,1323,1,0,0,1.0986122886681098,1.0986122886681098,0.6931471805599453,1.227241639598602,5.342334251964811,3.1780538303479458,8.628376720376853,7.188412736496954,4,1.6094379124341003
SAP/e-mobility-charging-stations-simulator,-3,22,22,1.681818181818182,48.04904040404042,0,TypeScript,208,23,5587,1323,2,0,0,3.1354942159291497,3.1354942159291497,0.9864949905474036,3.892820622191876,5.342334251964811,3.1780538303479458,8.628376720376853,7.188412736496954,39,3.6888794541139363
SAP/e-mobility-charging-stations-simulator,-2,45,45,0.2888888888888888,34.45692592592593,0,TypeScript,208,23,5587,1323,3,0,0,3.828641396489095,3.828641396489095,0.2537805207760994,3.568318605571907,5.342334251964811,3.1780538303479458,8.628376720376853,7.188412736496954,47,3.8712010109078907
SAP/e-mobility-charging-stations-simulator,-1,39,39,0.6666666666666666,57.599394586894576,0,TypeScript,208,23,5587,1323,4,0,0,3.688879454113936,3.688879454113936,0.5108256237659906,4.070724365247936,5.342334251964811,3.1780538303479458,8.628376720376853,7.188412736496954,28,3.367295829986474
SAP/e-mobility-charging-stations-simulator,1,23,23,0.8695652173913043,34.55456521739131,0,TypeScript,208,23,5587,1323,6,1,1,3.1780538303479458,3.1780538303479458,0.6257058997644127,3.571068564808774,5.342334251964811,3.1780538303479458,8.628376720376853,7.188412736496954,24,3.2188758248682006
